Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
 Faculty First Year Seminars,197PSY6,Preparing for a Career in Clinical Psychology: It Begins Early,,,,,,,,
 Faculty First Year Seminars,197PSY8,Clinical Psychology: An Introduction,,,,,,,,
 Faculty First Year Seminars,197PSY9,How the mind might work,,,,,,,,
 Faculty First Year Seminars,197PUBH2,Cinematic Acts and Social Facts: Public Health Through Film,,,,,,,,
 Faculty First Year Seminars,197PUBH3,Plastic Bodies in a Plastic World: An Exploration in Environmental Health,,,,,,,,
 Faculty First Year Seminars,197PUBH4,GMO and Public Health,,,,,,,,
 Faculty First Year Seminars,197PUBH5,Socialism? Government Takeover of Medicine? What?s the Truth about the Affordable Care Act,,,,,,,,
 Faculty First Year Seminars,197PUBH6,Public Health News Over Lunch,,,,,,,,
 Faculty First Year Seminars,197PUBH7,Biodiversity and Human Health,,,,,,,,
 Faculty First Year Seminars,197PUP1,Policies for a Perfect Country,,,,,,,,
 Faculty First Year Seminars,197RE1,Nudge: Behavioral Economics for your life,,,,,,,,
 Faculty First Year Seminars,197RP1,"Race, Place and the Environment",,,,,,,,
 Faculty First Year Seminars,197RP4,Introduction to Sustainability Science and Culture,,,,,,,,
 Faculty First Year Seminars,197RP5,Climate Change Adaptation,,,,,,,,
 Faculty First Year Seminars,197SCH,Technology Today: Present YourSelf the Web 2.0 Way,,,,,,,,
 Faculty First Year Seminars,197SCH1,"When People Get Together: The Good, The Bad, and the Funny",,,,,,,,
 Faculty First Year Seminars,197SCH2,Internet Business Applications: Introduction to Digital Business Models,,,,,,,,
 Faculty First Year Seminars,197SCH3,"Design, Visual Thinking, and Technology: Fundamentals of Visualization for Millennials",,,,,,,,
 Faculty First Year Seminars,197SCH4,"Eccentric Ethnographies: Entrepreneurs, Engineers, Educators",,,,,,,,
 Faculty First Year Seminars,197SOC,Popular Culture and Media Images of Asians and Asian Americans,,,,,,,,
 Faculty First Year Seminars,197SOC2,Introduction to the Asian American Experience,,,,,,,,
 Faculty First Year Seminars,197SOC3,Labor Movements in the Early 21st Century: New Strategies and Directions,,,,,,,,
 Faculty First Year Seminars,197SOC4,Immigration to the U.S.: Beyond the Public Hysteria,,,,,,,,
 Faculty First Year Seminars,197SOC5,BERNIE MEETS KARL: Socialism in the 2016 Presidential election,,,,,,,,
 Faculty First Year Seminars,197SOM1,Socially Responsible (Green) Business,,,,,,,,
 Faculty First Year Seminars,197SOM2,Probability and Games of Chance,,,,,,,,
 Faculty First Year Seminars,197SOM3,Digital Privacy in the Marketplace,,,,,,,,
 Faculty First Year Seminars,197SOM4,"Design, Visual Thinking & Technology: Fundamentals of Visualization for Millennials",,,,,,,,
 Faculty First Year Seminars,197SOM5,"The Science Of Screenwriting: Studying Structure, Scene, and Story",,,,,,,,
 Faculty First Year Seminars,197ST,"An Unknown Kingdom  Fungi, Food, Forests and Pharmaceuticals",,,,,,,,
 Faculty First Year Seminars,197ST1,Impact of insects on human culture and sustainability,,,,,,,,
 Faculty First Year Seminars,197THE6,Wrestling with Whiteness,,,,,,,,
 Faculty First Year Seminars,197THE7,Performance for a Change: The Transformative Power of Theater,,,,,,,,
 Faculty First Year Seminars,197THEAT3,AFRICA IN THE MEDIA,,,,,,,,
 Faculty First Year Seminars,197THEAT5,Introduction to the Art and Craft of Creating Theater,,,,,,,,
 Faculty First Year Seminars,197UW1,ELECTION YEAR POETRY,,,,,,,,
,,,,,,,,,,
Film Studies,391SF,Seminar International Science Fiction Cinema,,,,,,,,
Film Studies,397B,Special Topics Dystopian Futures in Film and Fiction,,,,,,,,
Film Studies,397E,Special Topics Film at the End of the World,,,,,,,,
Film Studies,397P,Special Topics Film Criticism Podcasting,,,,,,,,
Film Studies,397PISH,Special Topics Film Criticism Podcasting with Honors Independent Study,,,,,,,,
Film Studies,397T,Special Topics Tragic Cinema,,,,,,,,
Film Studies,497N,Special Topics New York on Film,,,,,,,,
Film Studies,497T,Special Topics Film Theory,,,,,,,,
,,,,,,,,,,
 Finance,197C,Special Topics Careers in Finance,,,,,,,,
 Finance,197P,Special Topics Personal Finance: Smart Money,,,,,,,,
 Finance,301,Corporation Finance,,,,,,,,
 Finance,304,Financial Modeling,,,,,,,,
 Finance,304H,"Financial Modeling, Honors",,,,,,,,
 Finance,305,Investments,,,,,,,,
 Finance,305H,"Investments, Honors",,,,,,,,
 Finance,402,Advanced Corporate Finance,,,,,,,,
 Finance,403,Capital Markets & Institutions,,,,,,,,
 Finance,404,Bank Management,,,,,,,,
 Finance,405,International Finance,,,,,,,,
 Finance,422,Financial Engineering,,,,,,,,
 Finance,497A,Special Topics Personal Insurance,,,,,,,,
 Finance,497F,Special Topics Hedge Funds,,,,,,,,
 Finance,497P,Special Topics Property and Casualty Insurance,,,,,,,,
,,,,,,,,,,
Food Science,101,Food And Health,,,,,,,,
Food Science,102,World Food Habits,,,,,,,,
Food Science,103,Introduction to Food Science,,,,,,,,
Food Science,120,Food PreservationWhyHow,PS,,,,,,,
Food Science,150,The Science Of Food,BS,,,,,,,
Food Science,160,The Nature of Food,,,,,,,,
Food Science,197SC01,Introduction to the Science Behind Food,,,,,,,,
Food Science,197SCR1,Summer College Research Intensives,,,,,,,,
Food Science,261,Introduction to Food Science and Biotechnology,,,,,,,,
Food Science,265,Survey of Food Science,,,,,,,,
Food Science,266,Survey of Food Science Laboratory,,,,,,,,
Food Science,270,Biology of Food in Human Health,,,,,,,,
Food Science,365,Unit Operations,,,,,,,,
Food Science,391A,Food Science,,,,,,,,
Food Science,391C,SemJunior Writing,,,,,,,,
Food Science,466,Nutritional Microbiology,,,,,,,,
Food Science,524,Animal Products,,,,,,,,
Food Science,541,Food Chemistry,,,,,,,,
Food Science,542,Food Chemistry,,,,,,,,
Food Science,544,Food Chemistry Lab,,,,,,,,
Food Science,561,Food Processing,,,,,,,,
Food Science,562,Food Proc Lab,,,,,,,,
Food Science,566,Food Microbiolgy Lab,,,,,,,,
Food Science,567,Food Microbiology,,,,,,,,
Food Science,575,Elements of Food Process Engineering,,,,,,,,
Food Science,580,Food Borne Diseases,,,,,,,,
Food Science,581,Analysis Food Products,,,,,,,,
Food Science,590A,Food Science Policy,,,,,,,,
Food Science,696,Independent Study,,,,,,,,
Food Science,720,Biosensors: Principles and Applications,,,,,,,,
Food Science,722,Food Biotechnology & Industrial Fermentations,,,,,,,,
Food Science,723,Adv Food Microbiolgy,,,,,,,,
Food Science,741,Lipid Chemistry,,,,,,,,
Food Science,745,Food Biochemistry,,,,,,,,
Food Science,761,Phys Phenomena In Food,,,,,,,,
Food Science,762,Food Enzymology,,,,,,,,
Food Science,781,Adv Food Analysis,,,,,,,,
Food Science,785,Toxicology,,,,,,,,
Food Science,797E,STBioactive Food Components,,,,,,,,
Food Science,797M,STTopical Problems in Food Microbiology,,,,,,,,
,,,,,,,,,,
 Five Coll Ctr: World Languages,111A,Amharic I,,,,,,,,
 Five Coll Ctr: World Languages,111B,Bulgarian I,,,,,,,,
 Five Coll Ctr: World Languages,111C,Haitian Creole I,,,,,,,,
 Five Coll Ctr: World Languages,111D,Hindi I,,,,,,,,
 Five Coll Ctr: World Languages,111E,Greek I,,,,,,,,
 Five Coll Ctr: World Languages,111F,Filipino I,,,,,,,,
 Five Coll Ctr: World Languages,111G,Georgian I,,,,,,,,
 Five Coll Ctr: World Languages,111I,Thai I,,,,,,,,
 Five Coll Ctr: World Languages,111J,Turkish I,,,,,,,,
 Five Coll Ctr: World Languages,111K,Afrikaans I,,,,,,,,
 Five Coll Ctr: World Languages,111L,Hungarian I,,,,,,,,
 Five Coll Ctr: World Languages,111M,Malay I,,,,,,,,
 Five Coll Ctr: World Languages,111N,Norwegian I,,,,,,,,
 Five Coll Ctr: World Languages,111O,Indonesian I,,,,,,,,
 Five Coll Ctr: World Languages,111Q,Czech I,,,,,,,,
 Five Coll Ctr: World Languages,111R,Romanian I,,,,,,,,
 Five Coll Ctr: World Languages,111S,Swahili I,,,,,,,,
 Five Coll Ctr: World Languages,111T,Twi I,,,,,,,,
 Five Coll Ctr: World Languages,111U,Urdu I,,,,,,,,
 Five Coll Ctr: World Languages,111V,Vietnamese I,,,,,,,,
 Five Coll Ctr: World Languages,111W,Wolof I,,,,,,,,
 Five Coll Ctr: World Languages,111Z,Zulu I,,,,,,,,
 Five Coll Ctr: World Languages,112A,Amharic II,,,,,,,,
 Five Coll Ctr: World Languages,112B,Bulgarian II,,,,,,,,
 Five Coll Ctr: World Languages,112C,Haitian Creole II,,,,,,,,
 Five Coll Ctr: World Languages,112D,Hindi II,,,,,,,,
 Five Coll Ctr: World Languages,112E,Greek II,,,,,,,,
 Five Coll Ctr: World Languages,112F,Filipino II,,,,,,,,
 Five Coll Ctr: World Languages,112G,Georgian II,,,,,,,,
 Five Coll Ctr: World Languages,112J,Turkish II,,,,,,,,
 Five Coll Ctr: World Languages,112K,Afrikaans II,,,,,,,,
 Five Coll Ctr: World Languages,112L,Hungarian II,,,,,,,,
 Five Coll Ctr: World Languages,112M,Malay II,,,,,,,,
 Five Coll Ctr: World Languages,112N,Norwegian II,,,,,,,,
 Five Coll Ctr: World Languages,112O,Indonesian II,,,,,,,,
 Five Coll Ctr: World Languages,112Q,Czech II,,,,,,,,
 Five Coll Ctr: World Languages,112R,Romanian II,,,,,,,,
 Five Coll Ctr: World Languages,112S,Swahili II,,,,,,,,
 Five Coll Ctr: World Languages,112T,Twi II,,,,,,,,
 Five Coll Ctr: World Languages,112U,Urdu II,,,,,,,,
 Five Coll Ctr: World Languages,112V,Vietnamese II,,,,,,,,
 Five Coll Ctr: World Languages,112W,Wolof II,,,,,,,,
 Five Coll Ctr: World Languages,112X,SerboCroatian II,,,,,,,,
 Five Coll Ctr: World Languages,112Z,Zulu II,,,,,,,,
 Five Coll Ctr: World Languages,121A,Amharic III,,,,,,,,
 Five Coll Ctr: World Languages,121B,Bulgarian III,,,,,,,,
 Five Coll Ctr: World Languages,121C,Haitian Creole III,,,,,,,,
 Five Coll Ctr: World Languages,121D,Hindi III,,,,,,,,
 Five Coll Ctr: World Languages,121E,Greek III,,,,,,,,
 Five Coll Ctr: World Languages,121F,Filipino III,,,,,,,,
 Five Coll Ctr: World Languages,121G,Georgian III,,,,,,,,
 Five Coll Ctr: World Languages,121I,Thai III,,,,,,,,
 Five Coll Ctr: World Languages,121J,Turkish III,,,,,,,,
 Five Coll Ctr: World Languages,121K,Afrikaans III,,,,,,,,
 Five Coll Ctr: World Languages,121L,Hungarian III,,,,,,,,
 Five Coll Ctr: World Languages,121M,Malay III,,,,,,,,
 Five Coll Ctr: World Languages,121N,Norwegian III,,,,,,,,
 Five Coll Ctr: World Languages,121O,Indonesian III,,,,,,,,
 Five Coll Ctr: World Languages,121Q,Czech III,,,,,,,,
 Five Coll Ctr: World Languages,121R,Romanian III,,,,,,,,
 Five Coll Ctr: World Languages,121S,Swahili III,,,,,,,,
 Five Coll Ctr: World Languages,121T,Twi III,,,,,,,,
 Five Coll Ctr: World Languages,121U,Urdu III,,,,,,,,
 Five Coll Ctr: World Languages,121V,Vietnamese III,,,,,,,,
 Five Coll Ctr: World Languages,121W,Wolof III,,,,,,,,
 Five Coll Ctr: World Languages,121X,SerCroatian III,,,,,,,,
 Five Coll Ctr: World Languages,121Z,Zulu III,,,,,,,,
 Five Coll Ctr: World Languages,122A,Amharic IV,,,,,,,,
 Five Coll Ctr: World Languages,122C,Haitian Creole IV,,,,,,,,
 Five Coll Ctr: World Languages,122D,Hindi IV,,,,,,,,
 Five Coll Ctr: World Languages,122E,Greek IV,,,,,,,,
 Five Coll Ctr: World Languages,122F,Filipino IV,,,,,,,,
 Five Coll Ctr: World Languages,122G,Georgian IV,,,,,,,,
 Five Coll Ctr: World Languages,122I,Thai IV,,,,,,,,
 Five Coll Ctr: World Languages,122J,Turkish IV,,,,,,,,
 Five Coll Ctr: World Languages,122K,Afrikaans IV,,,,,,,,
 Five Coll Ctr: World Languages,122L,Hungarian IV,,,,,,,,
 Five Coll Ctr: World Languages,122M,Malay IV,,,,,,,,
 Five Coll Ctr: World Languages,122N,Norwegian IV,,,,,,,,
 Five Coll Ctr: World Languages,122O,Indonesian IV,,,,,,,,
 Five Coll Ctr: World Languages,122Q,Czech IV,,,,,,,,
 Five Coll Ctr: World Languages,122R,Romanian IV,,,,,,,,
 Five Coll Ctr: World Languages,122S,Swahili IV,,,,,,,,
 Five Coll Ctr: World Languages,122T,Twi IV,,,,,,,,
 Five Coll Ctr: World Languages,122V,Vietnamese IV,,,,,,,,
 Five Coll Ctr: World Languages,122X,SerboCroatian IV,,,,,,,,
 Five Coll Ctr: World Languages,197AD,SI Yoruba II,,,,,,,,
 Five Coll Ctr: World Languages,197AI,STHindi VII,,,,,,,,
 Five Coll Ctr: World Languages,197AJ,STHindi VIII,,,,,,,,
 Five Coll Ctr: World Languages,197AP,SI Greek V,,,,,,,,
 Five Coll Ctr: World Languages,197BB,STPersian IV,,,,,,,,
 Five Coll Ctr: World Languages,197BW,SI Iraqi Arabic I,,,,,,,,
 Five Coll Ctr: World Languages,197CC,SI Yoruba I,,,,,,,,
 Five Coll Ctr: World Languages,197CM,Special TopicsCantonese for Mandarin Speakers I,,,,,,,,
 Five Coll Ctr: World Languages,197CP,Special Topics Haitian Creole for Heritage Speakers I,,,,,,,,
 Five Coll Ctr: World Languages,197CQ,Special Topics Haitian Creole for Heritage Speakers II,,,,,,,,
 Five Coll Ctr: World Languages,197CU,Special Topics Haitian Creole VI,,,,,,,,
 Five Coll Ctr: World Languages,197CV,Special Topics Haitian Creole V,,,,,,,,
 Five Coll Ctr: World Languages,197DV,Special Topics Dutch I,,,,,,,,
 Five Coll Ctr: World Languages,197FS,Special Topics Mongolian I,,,,,,,,
 Five Coll Ctr: World Languages,197GA,STYoruba IV,,,,,,,,
 Five Coll Ctr: World Languages,197GG,SIYoruba III,,,,,,,,
 Five Coll Ctr: World Languages,197GI,Special Topics Finnish II,,,,,,,,
 Five Coll Ctr: World Languages,197GK,STSwahili VII,,,,,,,,
 Five Coll Ctr: World Languages,197GL,Special Topics Swahili VIII,,,,,,,,
 Five Coll Ctr: World Languages,197GV,Special Topics Greek VI,,,,,,,,
 Five Coll Ctr: World Languages,197J,Special Topics Persian III,,,,,,,,
 Five Coll Ctr: World Languages,197KM,Special Topics Khmer I,,,,,,,,
 Five Coll Ctr: World Languages,197KR,Special TopicsKhmer II,,,,,,,,
 Five Coll Ctr: World Languages,197KS,Special Topics Khmer III,,,,,,,,
 Five Coll Ctr: World Languages,197L,Special Topics Persian I,,,,,,,,
 Five Coll Ctr: World Languages,197LB,Special Topics Albanian I,,,,,,,,
 Five Coll Ctr: World Languages,197LC,Special Topics Albanian II,,,,,,,,
 Five Coll Ctr: World Languages,197LS,STLevantine Arabic VI,,,,,,,,
 Five Coll Ctr: World Languages,197LT,Special Topics Levantine Arabic VII,,,,,,,,
 Five Coll Ctr: World Languages,197LV,STLevantine V,,,,,,,,
 Five Coll Ctr: World Languages,197MB,Special Topics Modern Irish III,,,,,,,,
 Five Coll Ctr: World Languages,197MD,Special Topics Modern Irish VII,,,,,,,,
 Five Coll Ctr: World Languages,197ME,Special Topics Modern Irish VIII,,,,,,,,
 Five Coll Ctr: World Languages,197MF,Special Topics Modern Irish IV,,,,,,,,
 Five Coll Ctr: World Languages,197MR,Special Topics Moroccan II,,,,,,,,
 Five Coll Ctr: World Languages,197NA,Special Topics Danish II,,,,,,,,
 Five Coll Ctr: World Languages,197NB,Special Topics Danish III,,,,,,,,
 Five Coll Ctr: World Languages,197NC,Special Topics Danish V,,,,,,,,
 Five Coll Ctr: World Languages,197ND,Special Topics Nepali V,,,,,,,,
 Five Coll Ctr: World Languages,197NE,Special Topics Indonesian V,,,,,,,,
 Five Coll Ctr: World Languages,197NJ,Special Topics Bangla/Bengali II,,,,,,,,
 Five Coll Ctr: World Languages,197NK,Special Topics Bangla/Bengali III,,,,,,,,
 Five Coll Ctr: World Languages,197NL,Special Topics Bangla/Bengali V,,,,,,,,
 Five Coll Ctr: World Languages,197NM,Special Topics Bangla/Bengali VI,,,,,,,,
 Five Coll Ctr: World Languages,197NS,STTopics in Advanced Norwegian II,,,,,,,,
 Five Coll Ctr: World Languages,197NT,STNepali III,,,,,,,,
 Five Coll Ctr: World Languages,197NV,STNorwegian V,,,,,,,,
 Five Coll Ctr: World Languages,197PE,Special Topics Persian VIII,,,,,,,,
 Five Coll Ctr: World Languages,197PS,Special Topics Topics in Advanced Persian II,,,,,,,,
 Five Coll Ctr: World Languages,197RE,Special Topics Greek VII,,,,,,,,
 Five Coll Ctr: World Languages,197RF,Special Topics Greek VIII,,,,,,,,
 Five Coll Ctr: World Languages,197RG,Special Topics Georgian VI,,,,,,,,
 Five Coll Ctr: World Languages,197RI,Special Topics Dari III,,,,,,,,
 Five Coll Ctr: World Languages,197SD,Special Topics Intermediate ASL IIIA,,,,,,,,
 Five Coll Ctr: World Languages,197SF,Special Topics Advanced ASL A,,,,,,,,
 Five Coll Ctr: World Languages,197SG,Special Topics American Sign Language III,,,,,,,,
 Five Coll Ctr: World Languages,197SJ,Special Topics American Sign Language IV,,,,,,,,
 Five Coll Ctr: World Languages,197SK,Special Topics American Sign Language V,,,,,,,,
 Five Coll Ctr: World Languages,197SL,Special Topics Sinhala I,,,,,,,,
 Five Coll Ctr: World Languages,197SM,Special Topics Sinhala II,,,,,,,,
 Five Coll Ctr: World Languages,197SP,Special Topics American Sign Language VI,,,,,,,,
 Five Coll Ctr: World Languages,197SV,Special Topics Advanced ASL B,,,,,,,,
 Five Coll Ctr: World Languages,197TA,ST Topics in Advanced Turkish B,,,,,,,,
 Five Coll Ctr: World Languages,197TN,Special Topics Tibetan III,,,,,,,,
 Five Coll Ctr: World Languages,197TQ,Special Topics Tibetan IV,,,,,,,,
 Five Coll Ctr: World Languages,197TW,Special Topics Thai VI,,,,,,,,
 Five Coll Ctr: World Languages,197UB,Special Topics Burmese I,,,,,,,,
 Five Coll Ctr: World Languages,197UC,Special Topics Burmese II,,,,,,,,
 Five Coll Ctr: World Languages,197UD,Special Topics Urdu V,,,,,,,,
 Five Coll Ctr: World Languages,197UE,Special TopicsUrdu VI,,,,,,,,
 Five Coll Ctr: World Languages,197UF,Special Topics Burmese III,,,,,,,,
 Five Coll Ctr: World Languages,197UG,Special Topics Burmese VIII,,,,,,,,
 Five Coll Ctr: World Languages,197UJ,Special Topics Burmese IV,,,,,,,,
 Five Coll Ctr: World Languages,197UK,Special Topics Dutch IV,,,,,,,,
 Five Coll Ctr: World Languages,197UT,Special Topics Dutch II,,,,,,,,
 Five Coll Ctr: World Languages,197UV,Special Topics Burmese VII,,,,,,,,
 Five Coll Ctr: World Languages,197UW,Special Topics Dutch III,,,,,,,,
 Five Coll Ctr: World Languages,197VA,Special Topics Vietnamese for Heritage Speakers I,,,,,,,,
 Five Coll Ctr: World Languages,197VB,Special Topics Vietnamese for Heritage Speakers II,,,,,,,,
 Five Coll Ctr: World Languages,197W,Special Topics Persian II,,,,,,,,
 Five Coll Ctr: World Languages,197WA,Special Topics Danish IV,,,,,,,,
 Five Coll Ctr: World Languages,197WC,Special Topics Cantonese for Mandarin Speakers III,,,,,,,,
 Five Coll Ctr: World Languages,197WD,Special Topics Cantonese for Mandarin Speakers IV,,,,,,,,
 Five Coll Ctr: World Languages,197XC,Special Topics Moroccan Arabic III,,,,,,,,
 Five Coll Ctr: World Languages,197ZC,Special TopicsCzech V,,,,,,,,
 Five Coll Ctr: World Languages,197ZD,Special Topics Czech VI,,,,,,,,
 Five Coll Ctr: World Languages,211S,Swahili V,,,,,,,,
 Five Coll Ctr: World Languages,212S,Swahili VI,,,,,,,,
,,,,,,,,,,
French Studies,HI384,Honors Independent Study for Themes in French Intellectual and Literary History,,,,,,,,
French Studies,110,Elementary French I,,,,,,,,
French Studies,120,Elementary French II,,,,,,,,
French Studies,126,Elementary Intensive,,,,,,,,
French Studies,230,Intermediate French,,,,,,,,
French Studies,240,Intrmd FrenchFour Skills,,,,,,,,
French Studies,244,Intermediate Fiction,,,,,,,,
French Studies,246,Intensive Intermediate French: Four Skills,,,,,,,,
French Studies,247,Intermed:Soc Sci,,,,,,,,
French Studies,248,Intermed:Math & Sci,,,,,,,,
French Studies,250,Language and Literature,,,,,,,,
French Studies,260,Phonetics,,,,,,,,
French Studies,272,Conversation,,,,,,,,
French Studies,273,Advanced Conversation,,,,,,,,
French Studies,280,Love and Sex in French Culture,,,,,,,,
French Studies,285,Language Suite Conversation,,,,,,,,
French Studies,289,Paris Through the Centuries,HS,,,,,,,
French Studies,290B,Knights & Narratives,,,,,,,,
French Studies,290C,Introduction to West African Literature in French (taught in Senegal),,,,,,,,
French Studies,290D,Introductory Wolof and Senegalese Culture,,,,,,,,
French Studies,297A,Rethinking the Americas,,,,,,,,
French Studies,303,Writing on Language,,,,,,,,
French Studies,345,Introduction to Medieval Studies,,,,,,,,
French Studies,350,French Film,,,,,,,,
French Studies,353,African Film,AT G,,,,,,,
French Studies,356,Fictions of the Grail,,,,,,,,
French Studies,371,Advanced Grammar and Composition I,,,,,,,,
French Studies,384,Themes in French Intellectual and Literary History,,,,,,,,
French Studies,386,Origins To 1945,HS,,,,,,,
French Studies,388,Franc Civ Outside Fr,,,,,,,,
French Studies,389,Quebec Civilization,,,,,,,,
French Studies,397MN,"ST Literature, Film & Fundamentalism",,,,,,,,
French Studies,397P,STCritTxt Analysis,,,,,,,,
French Studies,397S,STThe French Short Story,,,,,,,,
French Studies,397V,Special Topics Introduction to French and Francophone Video Games,,,,,,,,
French Studies,409,Women in Modern French Society,,,,,,,,
French Studies,411,Intro Med Fr Lit,,,,,,,,
French Studies,424,Renaissance Prose,,,,,,,,
French Studies,433,French Classicism,,,,,,,,
French Studies,444,Eighteenth Century Theatre and Novel,,,,,,,,
French Studies,455,19th Century Novel,,,,,,,,
French Studies,469,20th C Theatre,,,,,,,,
French Studies,473,Advanced Grammar and Composition II,,,,,,,,
French Studies,475,Business French,,,,,,,,
French Studies,481,Interpreting I,,,,,,,,
French Studies,482,Interpreting II,,,,,,,,
French Studies,491A,Auteur and Film Theory,,,,,,,,
French Studies,494SI,French Senior Seminar,,,,,,,,
French Studies,497A,SFrance: 1830,,,,,,,,
French Studies,497B,STBohemians & Dandies in 19th Century Literature,,,,,,,,
French Studies,497D,STStory of Romance Languages,,,,,,,,
French Studies,497E,"STColette, Duras & Sarraute",,,,,,,,
French Studies,497F,French Women Writers,,,,,,,,
French Studies,497I,Surrealism,,,,,,,,
French Studies,497R,Divas and Operas: Sound and Image in Digital Media,,,,,,,,
French Studies,511,Introduction to Medieval French Studies,,,,,,,,
French Studies,553,African Film,,,,,,,,
French Studies,564,Lit Africa & Carib,,,,,,,,
French Studies,572,Basic Methods Teaching Foreign Languages,,,,,,,,
French Studies,573,Adv Mth Tch Frgn Lng,,,,,,,,
French Studies,584,French Canadian Lit,,,,,,,,
French Studies,592A,Seminar Medieval Women Writers,,,,,,,,
French Studies,597A,STThe Colonial Other in French Literature,,,,,,,,
French Studies,597C,"STFrench Renaissance Lyric: Voice, Myth and Gender  Petrarch's Legacy",,,,,,,,
French Studies,597D,STFreud and Interpretation,,,,,,,,
French Studies,597K,"STParis, New York, LA: Literature of the Francophone Diaspora",,,,,,,,
French Studies,597L,STRosseau: Enlightenment,,,,,,,,
French Studies,597LM,STLate Medieval and Renaissance Storytellers,,,,,,,,
French Studies,597LS,STLove and Sex in French Culture,,,,,,,,
French Studies,597M,ST19th Century Literature,,,,,,,,
French Studies,597ML,STThe Allegorical Impulse: From Early Romance to the Dits of the Late Middle Ages,,,,,,,,
French Studies,597O,STPostcolonial Thriller,,,,,,,,
French Studies,597P,STExoticisms,,,,,,,,
French Studies,597V,STLiterature & Speech Forms,,,,,,,,
French Studies,597W,STChanging Family Values/Au Siecle des Lumieres,,,,,,,,
French Studies,597Z,Special Topics Francophonie Culture & Globalization,,,,,,,,
French Studies,598P,Practicum Student Teaching Supervision in Public Schools,,,,,,,,
French Studies,601,Literary Movements,,,,,,,,
French Studies,615,Lt As Med Court Cult,,,,,,,,
French Studies,617,Med Reprsn SlfhdSoc,,,,,,,,
French Studies,619,Medieval Drama,,,,,,,,
French Studies,624,Renaissance Prose,,,,,,,,
French Studies,627,Renaissance Poetry,,,,,,,,
French Studies,629,Fren Thea/Ren To Cls,,,,,,,,
French Studies,631,17C Comic Vision,,,,,,,,
French Studies,634,17C Phil & Moral,,,,,,,,
French Studies,644,18th C Literature,,,,,,,,
French Studies,645,18th C Novel,,,,,,,,
French Studies,656,19C RealstNatrl Nov,,,,,,,,
French Studies,657,19th C Poetry,,,,,,,,
French Studies,658,Symbolist Poetry,,,,,,,,
French Studies,665,20Th C NovMaj Fig I,,,,,,,,
French Studies,666,20C NovelMaj Fig II,,,,,,,,
French Studies,667,TwentiethCentury Poetry I,,,,,,,,
French Studies,668,20Th C Poetry II,,,,,,,,
French Studies,669,20Th C Fren Theatre,,,,,,,,
French Studies,670,Expository Prose,,,,,,,,
French Studies,672,Wkshp Tchng Assis I,,,,,,,,
French Studies,683,Text & Lit Analysis,,,,,,,,
French Studies,697A,M.A.T Prac: Teaching French and Francophone Literature and Civilization in High Schools,,,,,,,,
French Studies,697B,Nineteenth Century French Culture,,,,,,,,
French Studies,697J,ST The Jews In Fran,,,,,,,,
French Studies,697P,STLa Francophonie Postcoloniale,,,,,,,,
French Studies,697S,"Colette, DeBeavoir, Duras",,,,,,,,
French Studies,771,Fren Thru Centuries,,,,,,,,
French Studies,774,Foreign Lang Resrch,,,,,,,,
French Studies,809,Genre CourseTheater,,,,,,,,
,,,,,,,,,,
Geo Sci,107,History of Life and Biogeochemistry,,,,,,,,
Geo Sci,109,Nature Of Mountains,,,,,,,,
Geo Sci,150,The Earth Transformed: World Environmental Issues,,,,,,,,
Geo Sci,197SC01,Introduction to Alternative and Renewable Energy,,,,,,,,
Geo Sci,285,Environmental Geology,,,,,,,,
Geo Sci,291F,SReel Life: The Natural World in Moving Pictures,,,,,,,,
Geo Sci,307,Geologic Writing,,,,,,,,
Geo Sci,320,Latin America,,,,,,,,
Geo Sci,330,East Asia,,,,,,,,
Geo Sci,332,Southeast Asia,,,,,,,,
Geo Sci,341,Invert Paleontology,,,,,,,,
Geo Sci,360,Economic Geography,,,,,,,,
Geo Sci,362,Conservation Geography,,,,,,,,
Geo Sci,364,Geog Of Development,,,,,,,,
Geo Sci,415,Intro To Geochemstry,,,,,,,,
Geo Sci,420,Political Ecology,,,,,,,,
Geo Sci,444,Sense PlaceEnvr Beh,,,,,,,,
Geo Sci,483,Envrnmntl Evolution,,,,,,,,
Geo Sci,485,Appld Envirnmtl Geol,,,,,,,,
Geo Sci,501,Planet Earth,,,,,,,,
Geo Sci,510,Natural Hazards,,,,,,,,
Geo Sci,511,Optical Mineralogy,,,,,,,,
Geo Sci,513,Crystal Chemistry,,,,,,,,
Geo Sci,515,XRay Fluoresnce Anl,,,,,,,,
Geo Sci,517,Sedimentary Geochemistry,,,,,,,,
Geo Sci,519,Aqueous Envrn Geochm,,,,,,,,
Geo Sci,521,Petrography,,,,,,,,
Geo Sci,530,PopulationEnvrnmnt,,,,,,,,
Geo Sci,531,Tectonics,,,,,,,,
Geo Sci,539,Adv Geologic Mapping,,,,,,,,
Geo Sci,541,Paleoecology,,,,,,,,
Geo Sci,551,Geometrics,,,,,,,,
Geo Sci,557,Coastal Processes,,,,,,,,
Geo Sci,563,Glacial Geology,,,,,,,,
Geo Sci,567,Planetary Geology,,,,,,,,
Geo Sci,571,General Geophysics,,,,,,,,
Geo Sci,573,Envrnmntl Geophysics,,,,,,,,
Geo Sci,575,Paleomagnetism,,,,,,,,
Geo Sci,583,Metalfrs Econ Geol,,,,,,,,
